afsc,tier,CIP_Code,submitDate,submittedBy,tierOrder
38F,P,5.0115,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0116,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0117,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0118,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0119,08NOV2018:00:00:00,1234567891A,3
38F,P,5.012,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0121,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0122,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0123,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0124,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0125,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0126,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0127,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0128,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0129,08NOV2018:00:00:00,1234567891A,3
38F,P,5.013,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0131,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0132,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0133,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0134,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0199,08NOV2018:00:00:00,1234567891A,3
38F,P,5.02,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0201,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0202,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0203,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0206,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0207,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0208,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0209,08NOV2018:00:00:00,1234567891A,3
38F,P,5.021,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0211,08NOV2018:00:00:00,1234567891A,3
38F,P,5.0299,08NOV2018:00:00:00,1234567891A,3
38F,P,5.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,9.01,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0101,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0102,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0199,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0401,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0402,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0404,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0499,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0701,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0702,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0799,08NOV2018:00:00:00,1234567891A,3
38F,P,9.09,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0901,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0902,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0903,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0904,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0905,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0906,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0907,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0908,08NOV2018:00:00:00,1234567891A,3
38F,P,9.0999,08NOV2018:00:00:00,1234567891A,3
38F,P,9.1001,08NOV2018:00:00:00,1234567891A,3
38F,P,9.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0105,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0201,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0202,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0203,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0299,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0301,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0302,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0303,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0304,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0305,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0306,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0307,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0308,08NOV2018:00:00:00,1234567891A,3
38F,P,10.0399,08NOV2018:00:00:00,1234567891A,3
38F,P,10.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0101,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0102,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0103,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0104,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0199,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0201,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0202,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0203,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0299,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0301,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0401,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0501,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0601,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0602,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0699,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0701,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0801,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0802,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0803,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0804,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0899,08NOV2018:00:00:00,1234567891A,3
38F,P,11.0901,08NOV2018:00:00:00,1234567891A,3
38F,P,11.1001,08NOV2018:00:00:00,1234567891A,3
38F,P,11.1002,08NOV2018:00:00:00,1234567891A,3
38F,P,11.1003,08NOV2018:00:00:00,1234567891A,3
38F,P,11.1004,08NOV2018:00:00:00,1234567891A,3
38F,P,11.1005,08NOV2018:00:00:00,1234567891A,3
38F,P,11.1006,08NOV2018:00:00:00,1234567891A,3
38F,P,11.1099,08NOV2018:00:00:00,1234567891A,3
38F,P,11.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0301,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0302,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0303,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0399,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0401,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0402,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0404,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0406,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0407,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0408,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0409,08NOV2018:00:00:00,1234567891A,3
38F,P,12.041,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0411,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0412,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0413,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0414,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0499,08NOV2018:00:00:00,1234567891A,3
38F,P,12.05,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0501,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0502,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0503,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0504,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0505,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0506,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0507,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0508,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0509,08NOV2018:00:00:00,1234567891A,3
38F,P,12.051,08NOV2018:00:00:00,1234567891A,3
38F,P,12.0599,08NOV2018:00:00:00,1234567891A,3
38F,P,12.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0101,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0201,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0202,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0203,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0299,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0301,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0401,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0402,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0403,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0404,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0406,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0407,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0408,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0409,08NOV2018:00:00:00,1234567891A,3
38F,P,13.041,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0411,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0499,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0501,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0601,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0603,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0604,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0607,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0699,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0701,08NOV2018:00:00:00,1234567891A,3
38F,P,13.0901,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1001,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1003,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1004,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1005,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1006,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1007,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1008,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1009,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1011,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1012,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1013,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1014,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1015,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1016,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1017,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1018,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1019,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1099,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1101,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1102,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1199,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1201,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1202,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1203,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1205,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1206,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1207,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1208,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1209,08NOV2018:00:00:00,1234567891A,3
38F,P,13.121,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1299,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1301,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1302,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1303,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1304,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1305,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1306,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1307,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1308,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1309,08NOV2018:00:00:00,1234567891A,3
38F,P,13.131,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1311,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1312,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1314,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1315,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1316,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1317,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1318,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1319,08NOV2018:00:00:00,1234567891A,3
38F,P,13.132,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1321,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1322,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1323,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1324,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1325,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1326,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1327,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1328,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1329,08NOV2018:00:00:00,1234567891A,3
38F,P,13.133,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1331,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1332,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1333,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1334,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1335,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1337,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1338,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1399,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1401,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1402,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1499,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1501,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1502,08NOV2018:00:00:00,1234567891A,3
38F,P,13.1599,08NOV2018:00:00:00,1234567891A,3
38F,P,13.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0101,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0102,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0201,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0301,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0401,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0501,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0601,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0701,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0702,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0799,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0801,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0802,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0803,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0804,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0805,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0899,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0901,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0902,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0903,08NOV2018:00:00:00,1234567891A,3
38F,P,14.0999,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1001,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1003,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1004,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1099,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1101,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1201,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1301,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1401,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1801,08NOV2018:00:00:00,1234567891A,3
38F,P,14.1901,08NOV2018:00:00:00,1234567891A,3
38F,P,14.2001,08NOV2018:00:00:00,1234567891A,3
38F,P,14.2101,08NOV2018:00:00:00,1234567891A,3
38F,P,14.2201,08NOV2018:00:00:00,1234567891A,3
38F,P,14.2301,08NOV2018:00:00:00,1234567891A,3
38F,P,14.2401,08NOV2018:00:00:00,1234567891A,3
38F,P,14.2501,08NOV2018:00:00:00,1234567891A,3
38F,P,14.2701,08NOV2018:00:00:00,1234567891A,3
38F,P,14.2801,08NOV2018:00:00:00,1234567891A,3
38F,P,14.3101,08NOV2018:00:00:00,1234567891A,3
38F,P,14.3201,08NOV2018:00:00:00,1234567891A,3
38F,P,14.3301,08NOV2018:00:00:00,1234567891A,3
38F,P,14.3401,08NOV2018:00:00:00,1234567891A,3
38F,P,14.3601,08NOV2018:00:00:00,1234567891A,3
38F,P,14.3801,08NOV2018:00:00:00,1234567891A,3
38F,P,14.3901,08NOV2018:00:00:00,1234567891A,3
38F,P,14.4001,08NOV2018:00:00:00,1234567891A,3
38F,P,14.4101,08NOV2018:00:00:00,1234567891A,3
38F,P,14.4201,08NOV2018:00:00:00,1234567891A,3
38F,P,14.4301,08NOV2018:00:00:00,1234567891A,3
38F,P,14.4401,08NOV2018:00:00:00,1234567891A,3
38F,P,14.4501,08NOV2018:00:00:00,1234567891A,3
38F,P,14.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,15,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0101,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0201,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0303,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0304,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0305,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0306,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0399,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0401,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0403,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0404,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0405,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0406,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0499,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0501,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0503,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0505,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0506,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0507,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0508,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0599,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0607,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0611,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0612,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0613,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0614,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0615,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0616,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0699,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0701,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0702,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0703,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0704,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0799,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0801,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0803,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0805,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0899,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0901,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0903,08NOV2018:00:00:00,1234567891A,3
38F,P,15.0999,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1001,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1102,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1103,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1199,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1201,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1202,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1203,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1204,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1299,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1301,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1302,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1303,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1304,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1305,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1306,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1399,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1401,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1501,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1502,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1503,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1599,08NOV2018:00:00:00,1234567891A,3
38F,P,15.1601,08NOV2018:00:00:00,1234567891A,3
38F,P,15.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0101,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0102,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0103,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0104,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0105,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0199,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0201,08NOV2018:00:00:00,1234567891A,3
38F,P,16.03,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0301,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0302,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0303,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0304,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0399,08NOV2018:00:00:00,1234567891A,3
38F,P,16.04,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0401,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0402,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0404,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0405,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0406,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0407,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0408,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0409,08NOV2018:00:00:00,1234567891A,3
38F,P,16.041,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0499,08NOV2018:00:00:00,1234567891A,3
38F,P,16.05,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0501,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0502,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0503,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0504,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0505,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0506,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0599,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0601,08NOV2018:00:00:00,1234567891A,3
38F,P,16.07,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0701,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0702,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0704,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0705,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0706,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0707,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0799,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0801,08NOV2018:00:00:00,1234567891A,3
38F,P,16.09,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0901,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0902,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0904,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0905,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0906,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0907,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0908,08NOV2018:00:00:00,1234567891A,3
38F,P,16.0999,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1001,08NOV2018:00:00:00,1234567891A,3
38F,P,16.11,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1101,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1102,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1103,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1199,08NOV2018:00:00:00,1234567891A,3
38F,P,16.12,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1202,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1203,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1299,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1301,08NOV2018:00:00:00,1234567891A,3
38F,P,16.14,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1401,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1402,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1403,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1404,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1405,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1406,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1407,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1408,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1499,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1501,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1502,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1503,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1504,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1599,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1601,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1602,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1603,08NOV2018:00:00:00,1234567891A,3
38F,P,16.1699,08NOV2018:00:00:00,1234567891A,3
38F,P,16.9999,08NOV2018:00:00:00,1234567891A,3
38F,P,19,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0101,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0201,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0202,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0203,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0299,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0401,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0402,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0403,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0499,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0501,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0504,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0505,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0599,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0601,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0604,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0605,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0699,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0701,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0702,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0704,08NOV2018:00:00:00,1234567891A,3
38F,P,19.0706,08NOV2018:00:00:00,1234567891A,3
